# sampler_start_epoch_ms=1787755306068
elapsed_ms,pid,phase,blocks_total,blocks_done,tuples_total,tuples_done,relid,index_relid
1,10445,building index: performing k-means,0,0,0,0,68707,0
64,10445,building index: performing k-means,0,0,0,0,68707,0
126,10445,building index: performing k-means,0,0,0,0,68707,0
189,10445,building index: performing k-means,0,0,0,0,68707,0
251,10445,building index: performing k-means,0,0,0,0,68707,0
314,10445,building index: performing k-means,0,0,0,0,68707,0
376,10445,building index: performing k-means,0,0,0,0,68707,0
439,10445,building index: performing k-means,0,0,0,0,68707,0
501,10445,building index: performing k-means,0,0,0,0,68707,0
563,10445,building index: performing k-means,0,0,0,0,68707,0
626,10445,building index: performing k-means,0,0,0,0,68707,0
688,10445,building index: performing k-means,0,0,0,0,68707,0
751,10445,building index: performing k-means,0,0,0,0,68707,0
813,10445,building index: performing k-means,0,0,0,0,68707,0
875,10445,building index: performing k-means,0,0,0,0,68707,0
937,10445,building index: performing k-means,0,0,0,0,68707,0
998,10445,building index: performing k-means,0,0,0,0,68707,0
1060,10445,building index: performing k-means,0,0,0,0,68707,0
1121,10445,building index: performing k-means,0,0,0,0,68707,0
1182,10445,building index: performing k-means,0,0,0,0,68707,0
1243,10445,building index: performing k-means,0,0,0,0,68707,0
1305,10445,building index: performing k-means,0,0,0,0,68707,0
1366,10445,building index: performing k-means,0,0,0,0,68707,0
1428,10445,building index: performing k-means,0,0,0,0,68707,0
1491,10445,building index: performing k-means,0,0,0,0,68707,0
1552,10445,building index: performing k-means,0,0,0,0,68707,0
1614,10445,building index: assigning tuples,21440,397,0,0,68707,0
1676,10445,building index: assigning tuples,21440,1005,0,0,68707,0
1737,10445,building index: assigning tuples,21440,1648,0,0,68707,0
1798,10445,building index: assigning tuples,21440,2239,0,0,68707,0
1859,10445,building index: assigning tuples,21440,2862,0,0,68707,0
1920,10445,building index: assigning tuples,21440,3485,0,0,68707,0
1981,10445,building index: assigning tuples,21440,4109,0,0,68707,0
2042,10445,building index: assigning tuples,21440,4733,0,0,68707,0
2103,10445,building index: assigning tuples,21440,5358,0,0,68707,0
2164,10445,building index: assigning tuples,21440,6017,0,0,68707,0
2225,10445,building index: assigning tuples,21440,6640,0,0,68707,0
2287,10445,building index: assigning tuples,21440,7231,0,0,68707,0
2349,10445,building index: assigning tuples,21440,7854,0,0,68707,0
2411,10445,building index: assigning tuples,21440,8476,0,0,68707,0
2472,10445,building index: assigning tuples,21440,9097,0,0,68707,0
2534,10445,building index: assigning tuples,21440,9717,0,0,68707,0
2595,10445,building index: assigning tuples,21440,10322,0,0,68707,0
2657,10445,building index: assigning tuples,21440,10945,0,0,68707,0
2718,10445,building index: assigning tuples,21440,11552,0,0,68707,0
2779,10445,building index: assigning tuples,21440,12176,0,0,68707,0
2840,10445,building index: assigning tuples,21440,12801,0,0,68707,0
2901,10445,building index: assigning tuples,21440,13426,0,0,68707,0
2962,10445,building index: assigning tuples,21440,14015,0,0,68707,0
3023,10445,building index: assigning tuples,21440,14638,0,0,68707,0
3085,10445,building index: assigning tuples,21440,15299,0,0,68707,0
3145,10445,building index: assigning tuples,21440,15925,0,0,68707,0
3206,10445,building index: assigning tuples,21440,16534,0,0,68707,0
3266,10445,building index: assigning tuples,21440,17153,0,0,68707,0
3328,10445,building index: assigning tuples,21440,17777,0,0,68707,0
3389,10445,building index: assigning tuples,21440,18402,0,0,68707,0
3450,10445,building index: assigning tuples,21440,19025,0,0,68707,0
3511,10445,building index: assigning tuples,21440,19649,0,0,68707,0
3572,10445,building index: assigning tuples,21440,20273,0,0,68707,0
3633,10445,building index: assigning tuples,21440,20881,0,0,68707,0
3694,10445,building index: assigning tuples,21440,21440,0,0,68707,0
3755,10445,building index: assigning tuples,21440,21440,0,0,68707,0
3818,10445,building index: assigning tuples,21440,21440,0,0,68707,0
3880,10445,building index: loading tuples,21440,21440,300000,3516,68707,0
3943,10445,building index: loading tuples,21440,21440,300000,36413,68707,0
4004,10445,building index: loading tuples,21440,21440,300000,63255,68707,0
4065,10445,building index: loading tuples,21440,21440,300000,97070,68707,0
4125,10445,building index: loading tuples,21440,21440,300000,128004,68707,0
4187,10445,building index: loading tuples,21440,21440,300000,153833,68707,0
4248,10445,building index: loading tuples,21440,21440,300000,155944,68707,0
4308,10445,building index: loading tuples,21440,21440,300000,156431,68707,0
4369,10445,building index: loading tuples,21440,21440,300000,189850,68707,0
4431,10445,building index: loading tuples,21440,21440,300000,189850,68707,0
4491,10445,building index: loading tuples,21440,21440,300000,189850,68707,0
4551,10445,building index: loading tuples,21440,21440,300000,189850,68707,0
4612,10445,building index: loading tuples,21440,21440,300000,189850,68707,0
4671,10445,building index: loading tuples,21440,21440,300000,189865,68707,0
4733,10445,building index: loading tuples,21440,21440,300000,219509,68707,0
4794,10445,building index: loading tuples,21440,21440,300000,251709,68707,0
4855,10445,building index: loading tuples,21440,21440,300000,282632,68707,0
4916,10445,building index: loading tuples,21440,21440,300000,298233,68707,0
