# sampler_start_epoch_ms=1787755077211
elapsed_ms,pid,phase,blocks_total,blocks_done,tuples_total,tuples_done,relid,index_relid
1,31710,building index: performing k-means,0,0,0,0,68701,0
60,31710,building index: performing k-means,0,0,0,0,68701,0
120,31710,building index: performing k-means,0,0,0,0,68701,0
181,31710,building index: performing k-means,0,0,0,0,68701,0
241,31710,building index: performing k-means,0,0,0,0,68701,0
303,31710,building index: performing k-means,0,0,0,0,68701,0
364,31710,building index: assigning tuples,7168,132,0,0,68701,0
427,31710,building index: assigning tuples,7168,2274,0,0,68701,0
489,31710,building index: assigning tuples,7168,4497,0,0,68701,0
550,31710,building index: assigning tuples,7168,6699,0,0,68701,0
612,31710,building index: assigning tuples,7168,7168,0,0,68701,0
672,31710,building index: loading tuples,7168,7168,100000,30827,68701,0
732,31710,building index: loading tuples,7168,7168,100000,30827,68701,0
791,31710,building index: loading tuples,7168,7168,100000,37059,68701,0
850,31710,building index: loading tuples,7168,7168,100000,37059,68701,0
910,31710,building index: loading tuples,7168,7168,100000,37059,68701,0
971,31710,building index: loading tuples,7168,7168,100000,37059,68701,0
1030,31710,building index: loading tuples,7168,7168,100000,37059,68701,0
1090,31710,building index: loading tuples,7168,7168,100000,37059,68701,0
1150,31710,building index: loading tuples,7168,7168,100000,37059,68701,0
1210,31710,building index: loading tuples,7168,7168,100000,37059,68701,0
1270,31710,building index: loading tuples,7168,7168,100000,37059,68701,0
1331,31710,building index: loading tuples,7168,7168,100000,37059,68701,0
1391,31710,building index: loading tuples,7168,7168,100000,37059,68701,0
1451,31710,building index: loading tuples,7168,7168,100000,37059,68701,0
1510,31710,building index: loading tuples,7168,7168,100000,37059,68701,0
1570,31710,building index: loading tuples,7168,7168,100000,37059,68701,0
1629,31710,building index: loading tuples,7168,7168,100000,37059,68701,0
1689,31710,building index: loading tuples,7168,7168,100000,37059,68701,0
1748,31710,building index: loading tuples,7168,7168,100000,37059,68701,0
1808,31710,building index: loading tuples,7168,7168,100000,37059,68701,0
1868,31710,building index: loading tuples,7168,7168,100000,37074,68701,0
1928,31710,building index: loading tuples,7168,7168,100000,37074,68701,0
1988,31710,building index: loading tuples,7168,7168,100000,37074,68701,0
2048,31710,building index: loading tuples,7168,7168,100000,37074,68701,0
2107,31710,building index: loading tuples,7168,7168,100000,37074,68701,0
2168,31710,building index: loading tuples,7168,7168,100000,37074,68701,0
2227,31710,building index: loading tuples,7168,7168,100000,37074,68701,0
2287,31710,building index: loading tuples,7168,7168,100000,37074,68701,0
2348,31710,building index: loading tuples,7168,7168,100000,37074,68701,0
2409,31710,building index: loading tuples,7168,7168,100000,37074,68701,0
2469,31710,building index: loading tuples,7168,7168,100000,37074,68701,0
2530,31710,building index: loading tuples,7168,7168,100000,37074,68701,0
2591,31710,building index: loading tuples,7168,7168,100000,37074,68701,0
2651,31710,building index: loading tuples,7168,7168,100000,37074,68701,0
2711,31710,building index: loading tuples,7168,7168,100000,87015,68701,0
