# sampler_start_epoch_ms=1787755085536
elapsed_ms,pid,phase,blocks_total,blocks_done,tuples_total,tuples_done,relid,index_relid
1,32197,initializing,0,0,0,0,68707,0
60,32197,building index: performing k-means,0,0,0,0,68707,0
120,32197,building index: performing k-means,0,0,0,0,68707,0
179,32197,building index: performing k-means,0,0,0,0,68707,0
239,32197,building index: performing k-means,0,0,0,0,68707,0
299,32197,building index: performing k-means,0,0,0,0,68707,0
359,32197,building index: performing k-means,0,0,0,0,68707,0
419,32197,building index: performing k-means,0,0,0,0,68707,0
478,32197,building index: performing k-means,0,0,0,0,68707,0
538,32197,building index: performing k-means,0,0,0,0,68707,0
603,32197,building index: assigning tuples,21440,1456,0,0,68707,0
690,32197,building index: assigning tuples,21440,3171,0,0,68707,0
762,32197,building index: assigning tuples,21440,5187,0,0,68707,0
838,32197,building index: assigning tuples,21440,7085,0,0,68707,0
900,32197,building index: assigning tuples,21440,9132,0,0,68707,0
989,32197,building index: assigning tuples,21440,11142,0,0,68707,0
1069,32197,building index: assigning tuples,21440,13108,0,0,68707,0
1140,32197,building index: assigning tuples,21440,14801,0,0,68707,0
1200,32197,building index: assigning tuples,21440,16584,0,0,68707,0
1259,32197,building index: assigning tuples,21440,18165,0,0,68707,0
1317,32197,building index: assigning tuples,21440,19692,0,0,68707,0
1376,32197,building index: assigning tuples,21440,21265,0,0,68707,0
1436,32197,building index: assigning tuples,21440,21440,0,0,68707,0
1497,32197,building index: assigning tuples,21440,21440,0,0,68707,0
1557,32197,building index: loading tuples,21440,21440,300000,19521,68707,0
1617,32197,building index: loading tuples,21440,21440,300000,49455,68707,0
1676,32197,building index: loading tuples,21440,21440,300000,79671,68707,0
1737,32197,building index: loading tuples,21440,21440,300000,109684,68707,0
1797,32197,building index: loading tuples,21440,21440,300000,140615,68707,0
1857,32197,building index: loading tuples,21440,21440,300000,140615,68707,0
1916,32197,building index: loading tuples,21440,21440,300000,140615,68707,0
1975,32197,building index: loading tuples,21440,21440,300000,140615,68707,0
2034,32197,building index: loading tuples,21440,21440,300000,140615,68707,0
2094,32197,building index: loading tuples,21440,21440,300000,140615,68707,0
2154,32197,building index: loading tuples,21440,21440,300000,140615,68707,0
2214,32197,building index: loading tuples,21440,21440,300000,140615,68707,0
2274,32197,building index: loading tuples,21440,21440,300000,140630,68707,0
2334,32197,building index: loading tuples,21440,21440,300000,140630,68707,0
2394,32197,building index: loading tuples,21440,21440,300000,161030,68707,0
2459,32197,building index: loading tuples,21440,21440,300000,202467,68707,0
2521,32197,building index: loading tuples,21440,21440,300000,233393,68707,0
2581,32197,building index: loading tuples,21440,21440,300000,257008,68707,0
2642,32197,building index: loading tuples,21440,21440,300000,265841,68707,0
2704,32197,building index: loading tuples,21440,21440,300000,295257,68707,0
2764,32197,building index: loading tuples,21440,21440,300000,299999,68707,0
