# sampler_start_epoch_ms=1787755285250
elapsed_ms,pid,phase,blocks_total,blocks_done,tuples_total,tuples_done,relid,index_relid
1,9523,building index: performing k-means,0,0,0,0,68707,0
63,9523,building index: performing k-means,0,0,0,0,68707,0
125,9523,building index: performing k-means,0,0,0,0,68707,0
187,9523,building index: performing k-means,0,0,0,0,68707,0
249,9523,building index: performing k-means,0,0,0,0,68707,0
311,9523,building index: performing k-means,0,0,0,0,68707,0
373,9523,building index: performing k-means,0,0,0,0,68707,0
434,9523,building index: performing k-means,0,0,0,0,68707,0
497,9523,building index: performing k-means,0,0,0,0,68707,0
558,9523,building index: performing k-means,0,0,0,0,68707,0
620,9523,building index: performing k-means,0,0,0,0,68707,0
682,9523,building index: performing k-means,0,0,0,0,68707,0
743,9523,building index: performing k-means,0,0,0,0,68707,0
805,9523,building index: performing k-means,0,0,0,0,68707,0
867,9523,building index: performing k-means,0,0,0,0,68707,0
929,9523,building index: performing k-means,0,0,0,0,68707,0
991,9523,building index: performing k-means,0,0,0,0,68707,0
1053,9523,building index: performing k-means,0,0,0,0,68707,0
1115,9523,building index: performing k-means,0,0,0,0,68707,0
1177,9523,building index: performing k-means,0,0,0,0,68707,0
1238,9523,building index: performing k-means,0,0,0,0,68707,0
1301,9523,building index: performing k-means,0,0,0,0,68707,0
1363,9523,building index: performing k-means,0,0,0,0,68707,0
1425,9523,building index: performing k-means,0,0,0,0,68707,0
1487,9523,building index: performing k-means,0,0,0,0,68707,0
1549,9523,building index: performing k-means,0,0,0,0,68707,0
1611,9523,building index: performing k-means,0,0,0,0,68707,0
1672,9523,building index: assigning tuples,21440,247,0,0,68707,0
1733,9523,building index: assigning tuples,21440,857,0,0,68707,0
1794,9523,building index: assigning tuples,21440,1468,0,0,68707,0
1855,9523,building index: assigning tuples,21440,2092,0,0,68707,0
1916,9523,building index: assigning tuples,21440,2716,0,0,68707,0
1976,9523,building index: assigning tuples,21440,3341,0,0,68707,0
2036,9523,building index: assigning tuples,21440,3962,0,0,68707,0
2097,9523,building index: assigning tuples,21440,4602,0,0,68707,0
2158,9523,building index: assigning tuples,21440,5214,0,0,68707,0
2218,9523,building index: assigning tuples,21440,5839,0,0,68707,0
2279,9523,building index: assigning tuples,21440,6496,0,0,68707,0
2340,9523,building index: assigning tuples,21440,7087,0,0,68707,0
2400,9523,building index: assigning tuples,21440,7744,0,0,68707,0
2461,9523,building index: assigning tuples,21440,8335,0,0,68707,0
2521,9523,building index: assigning tuples,21440,8956,0,0,68707,0
2582,9523,building index: assigning tuples,21440,9580,0,0,68707,0
2642,9523,building index: assigning tuples,21440,10203,0,0,68707,0
2703,9523,building index: assigning tuples,21440,10827,0,0,68707,0
2823,9523,building index: assigning tuples,21440,12308,0,0,68707,0
2932,9523,building index: assigning tuples,21440,13313,0,0,68707,0
3025,9523,building index: assigning tuples,21440,14034,0,0,68707,0
3087,9523,building index: assigning tuples,21440,14646,0,0,68707,0
3150,9523,building index: assigning tuples,21440,15265,0,0,68707,0
3211,9523,building index: assigning tuples,21440,15854,0,0,68707,0
3271,9523,building index: assigning tuples,21440,16473,0,0,68707,0
3332,9523,building index: assigning tuples,21440,17098,0,0,68707,0
3392,9523,building index: assigning tuples,21440,17714,0,0,68707,0
3453,9523,building index: assigning tuples,21440,18337,0,0,68707,0
3513,9523,building index: assigning tuples,21440,18962,0,0,68707,0
3573,9523,building index: assigning tuples,21440,19585,0,0,68707,0
3633,9523,building index: assigning tuples,21440,20175,0,0,68707,0
3694,9523,building index: assigning tuples,21440,20825,0,0,68707,0
3756,9523,building index: assigning tuples,21440,21440,0,0,68707,0
3817,9523,building index: assigning tuples,21440,21440,0,0,68707,0
3880,9523,building index: assigning tuples,21440,21440,0,0,68707,0
3942,9523,building index: assigning tuples,21440,21440,0,0,68707,0
4004,9523,building index: loading tuples,21440,21440,300000,39417,68707,0
4065,9523,building index: loading tuples,21440,21440,300000,63381,68707,0
4128,9523,building index: loading tuples,21440,21440,300000,92366,68707,0
4189,9523,building index: loading tuples,21440,21440,300000,111350,68707,0
4251,9523,building index: loading tuples,21440,21440,300000,152754,68707,0
4313,9523,building index: loading tuples,21440,21440,300000,154232,68707,0
4375,9523,building index: loading tuples,21440,21440,300000,154232,68707,0
4435,9523,building index: loading tuples,21440,21440,300000,154247,68707,0
4496,9523,building index: loading tuples,21440,21440,300000,154247,68707,0
4557,9523,building index: loading tuples,21440,21440,300000,154247,68707,0
4617,9523,building index: loading tuples,21440,21440,300000,154247,68707,0
4677,9523,building index: loading tuples,21440,21440,300000,154247,68707,0
4738,9523,building index: loading tuples,21440,21440,300000,178270,68707,0
4800,9523,building index: loading tuples,21440,21440,300000,216086,68707,0
4862,9523,building index: loading tuples,21440,21440,300000,243669,68707,0
4924,9523,building index: loading tuples,21440,21440,300000,256520,68707,0
4986,9523,building index: loading tuples,21440,21440,300000,296807,68707,0
