# sampler_start_epoch_ms=1787755088452
elapsed_ms,pid,phase,blocks_total,blocks_done,tuples_total,tuples_done,relid,index_relid
1,32446,building index: performing k-means,0,0,0,0,68707,0
60,32446,building index: performing k-means,0,0,0,0,68707,0
121,32446,building index: performing k-means,0,0,0,0,68707,0
182,32446,building index: performing k-means,0,0,0,0,68707,0
242,32446,building index: performing k-means,0,0,0,0,68707,0
303,32446,building index: performing k-means,0,0,0,0,68707,0
363,32446,building index: performing k-means,0,0,0,0,68707,0
424,32446,building index: performing k-means,0,0,0,0,68707,0
484,32446,building index: assigning tuples,21440,359,0,0,68707,0
545,32446,building index: assigning tuples,21440,1783,0,0,68707,0
614,32446,building index: assigning tuples,21440,3103,0,0,68707,0
683,32446,building index: assigning tuples,21440,4709,0,0,68707,0
754,32446,building index: assigning tuples,21440,6527,0,0,68707,0
826,32446,building index: assigning tuples,21440,8331,0,0,68707,0
893,32446,building index: assigning tuples,21440,10070,0,0,68707,0
955,32446,building index: assigning tuples,21440,11612,0,0,68707,0
1016,32446,building index: assigning tuples,21440,13191,0,0,68707,0
1078,32446,building index: assigning tuples,21440,14801,0,0,68707,0
1140,32446,building index: assigning tuples,21440,16389,0,0,68707,0
1202,32446,building index: assigning tuples,21440,17981,0,0,68707,0
1264,32446,building index: assigning tuples,21440,19617,0,0,68707,0
1326,32446,building index: assigning tuples,21440,21204,0,0,68707,0
1389,32446,building index: assigning tuples,21440,21440,0,0,68707,0
1452,32446,building index: assigning tuples,21440,21440,0,0,68707,0
1512,32446,building index: loading tuples,21440,21440,300000,17194,68707,0
1571,32446,building index: loading tuples,21440,21440,300000,56344,68707,0
1631,32446,building index: loading tuples,21440,21440,300000,81050,68707,0
1691,32446,building index: loading tuples,21440,21440,300000,87897,68707,0
1751,32446,building index: loading tuples,21440,21440,300000,87912,68707,0
1812,32446,building index: loading tuples,21440,21440,300000,87927,68707,0
1873,32446,building index: loading tuples,21440,21440,300000,87927,68707,0
1932,32446,building index: loading tuples,21440,21440,300000,125550,68707,0
1993,32446,building index: loading tuples,21440,21440,300000,153357,68707,0
2053,32446,building index: loading tuples,21440,21440,300000,170470,68707,0
2112,32446,building index: loading tuples,21440,21440,300000,204423,68707,0
2172,32446,building index: loading tuples,21440,21440,300000,242504,68707,0
2232,32446,building index: loading tuples,21440,21440,300000,242504,68707,0
2291,32446,building index: loading tuples,21440,21440,300000,242504,68707,0
2351,32446,building index: loading tuples,21440,21440,300000,242504,68707,0
2410,32446,building index: loading tuples,21440,21440,300000,242504,68707,0
2469,32446,building index: loading tuples,21440,21440,300000,242504,68707,0
2527,32446,building index: loading tuples,21440,21440,300000,242504,68707,0
2586,32446,building index: loading tuples,21440,21440,300000,242519,68707,0
2645,32446,building index: loading tuples,21440,21440,300000,282761,68707,0
2705,32446,building index: loading tuples,21440,21440,300000,300000,68707,0
